player_nickname,player_id,session_start_at,session_end_at,buy_in,buy_out,stack,net
"megau",gjiEZFeA5n,2025-04-21T13:06:30.266Z,,2500,,2585,85
"摩天楼",DT58TEGzc2,2025-04-21T13:03:57.414Z,2025-04-21T13:44:27.243Z,2000,0,0,-2000
"Ene",7kPHYByVxS,2025-04-21T13:00:36.220Z,2025-04-21T13:01:04.158Z,2200,2200,0,0
"マツケン",5Zah8XXDrX,2025-04-21T12:56:39.556Z,,2000,,2660,660
"とりん",hTmKIbNOgU,2025-04-21T12:56:39.554Z,2025-04-21T12:59:28.726Z,2000,2000,0,0
"konasho",6A8RjkqsNg,2025-04-21T12:48:14.875Z,,3005,,2030,-975
"Ene",7kPHYByVxS,2025-04-21T12:39:48.225Z,2025-04-21T12:59:47.049Z,2200,2456,0,256
"らねおか",mxbIpuJKNk,2025-04-21T11:27:34.958Z,2025-04-21T11:29:05.023Z,2000,2000,0,0
"すぱんきぃ",d3qdAec9HQ,2025-04-21T11:24:17.423Z,2025-04-21T11:27:34.956Z,2000,2040,0,40
"GIL RAIM",UT4L4l8_pF,2025-04-21T11:14:32.236Z,2025-04-21T12:10:40.370Z,2000,0,0,-2000
"haruto",G1SKX0jk7u,2025-04-21T11:11:05.920Z,2025-04-21T13:00:36.216Z,2400,3836,0,1436
"SHINJI",Myjf_oObsg,2025-04-21T11:08:56.870Z,2025-04-21T12:44:59.825Z,2000,3953,0,1953
"ぼくだよ",cLX91bDIBI,2025-04-21T11:08:56.853Z,,2635,,4445,1810
"sigma",yHZrsG6l5j,2025-04-21T11:08:56.884Z,,2000,,2640,640
"itsuki",o6pjXUnexP,2025-04-21T11:08:56.851Z,2025-04-21T13:25:54.306Z,2000,2097,0,97
"tatsu",1zrIQF92BR,2025-04-21T11:08:56.881Z,2025-04-21T12:35:24.043Z,2000,0,0,-2000
"arash!",3XxnU4oJw0,2025-04-21T11:08:56.864Z,,2000,,1998,-2
