player_nickname,player_id,session_start_at,session_end_at,buy_in,buy_out,stack,net
"とーち",xV3KBDal40,2026-02-09T13:07:49.810Z,2026-02-09T14:01:47.804Z,2275,2235,0,-40
"engawa",cCFXQyltQ-,2026-02-09T13:07:28.876Z,2026-02-09T14:01:17.840Z,3721,2375,0,-1346
"AontheRiver",3xNTeMox_o,2026-02-09T13:01:03.929Z,2026-02-09T14:01:47.799Z,2400,5210,0,2810
"shunsuke11",CmPBhvSXqk,2026-02-09T13:02:43.657Z,2026-02-09T14:01:47.793Z,2558,2055,0,-503
"MAX",7htETinMJU,2026-02-09T13:02:43.654Z,2026-02-09T14:00:40.269Z,2030,2959,0,929
"とーち",xV3KBDal40,2026-02-09T12:59:49.592Z,2026-02-09T13:07:28.872Z,2000,100,0,-1900
"engage",DBeJfhI2cu,2026-02-09T12:59:49.590Z,2026-02-09T13:02:43.650Z,3000,3000,0,0
"なんでやねん",r1CBe6Qe79,2026-02-09T12:59:49.588Z,2026-02-09T14:01:47.783Z,2410,2460,0,50
