player_nickname,player_id,session_start_at,session_end_at,buy_in,buy_out,stack,net
"takatony",j_3joKfzS9,2026-03-23T13:25:59.609Z,,3000,1200,3150,1350
"とーち",xV3KBDal40,2026-03-23T12:30:46.558Z,,2986,0,2125,-861
"Ene",6N30cpGlP_,2026-03-23T12:16:16.672Z,2026-03-23T13:29:19.094Z,2184,2590,0,406
"Hinano",WeOKnoOueQ,2026-03-23T12:13:21.810Z,2026-03-23T12:25:26.535Z,3000,2970,0,-30
"翔斗",4_RBXVU9-k,2026-03-23T12:11:07.968Z,2026-03-23T14:00:35.090Z,3107,6165,0,3058
"takatony",j_3joKfzS9,2026-03-23T12:08:56.082Z,2026-03-23T13:24:07.784Z,3000,0,0,-3000
"Neku",HZmCRZd6SG,2026-03-23T12:08:56.084Z,,2500,,2126,-374
"Kay",5v7PwEvIAz,2026-03-23T12:08:56.078Z,2026-03-23T14:00:33.298Z,2616,2067,0,-549
"ノガード",GgfRhPuspx,,2026-03-23T12:08:26.839Z,2500,2500,0,0
