player_nickname,player_id,session_start_at,session_end_at,buy_in,buy_out,stack,net
"ナカヤマ",Na5oN7lbKH,2025-10-20T13:00:48.245Z,2025-10-20T13:14:10.621Z,2500,2699,0,199
"Ene",7kPHYByVxS,2025-10-20T12:32:48.497Z,2025-10-20T13:12:23.914Z,2200,2684,0,484
"-TOMO-",-zWKG5L3i7,2025-10-20T12:05:49.465Z,,2497,,2989,492
"Doc",rNZKJiwrNl,2025-10-20T12:02:28.792Z,,2500,,2575,75
"-TOMO-",-zWKG5L3i7,2025-10-20T12:00:50.521Z,2025-10-20T12:02:28.788Z,2000,0,0,-2000
"Hibari",W8YavHzibV,2025-10-20T11:50:17.763Z,2025-10-20T14:01:33.489Z,3000,3108,0,108
"goto-neo",3uy3Mlil7r,2025-10-20T11:49:09.378Z,2025-10-20T13:12:54.638Z,3000,9727,0,6727
"るも",zQtsXjEaZl,2025-10-20T11:49:09.376Z,,2520,970,3195,1645
"らねおか",XaClitYV1x,2025-10-20T11:49:09.367Z,,5265,,2491,-2774
"とーち",OCY4-ehNwS,2025-10-20T11:49:09.371Z,,7701,,2745,-4956
