player_nickname,player_id,session_start_at,session_end_at,buy_in,buy_out,stack,net
"TOMO()",upQSzf-M-C,2025-10-06T13:10:40.801Z,2025-10-06T14:01:05.848Z,2000,2665,0,665
"Doc",rNZKJiwrNl,2025-10-06T12:28:11.985Z,,2220,,2819,599
"utos",7twUavutb1,2025-10-06T11:30:03.002Z,2025-10-06T14:01:02.208Z,3624,2380,0,-1244
"MasatoM",Zvgc3jh8lw,2025-10-06T11:30:31.228Z,,3000,,3240,240
"こうちゃん",tOQgx5q4M5,2025-10-06T11:30:02.989Z,2025-10-06T13:00:42.200Z,2500,3140,0,640
"池田",9zseyWfctH,2025-10-06T11:30:02.946Z,2025-10-06T12:08:29.771Z,2332,1970,0,-362
"とーち",OCY4-ehNwS,2025-10-06T11:26:50.045Z,2025-10-06T12:07:34.415Z,2500,2315,0,-185
"Ramune",QBTw2JRIw5,2025-10-06T11:26:50.042Z,2025-10-06T14:00:58.303Z,3000,3817,0,817
"waho",SnN6w1bdXE,2025-10-06T11:26:50.039Z,2025-10-06T12:12:38.326Z,3000,3090,0,90
"ノガード",dlzwhIfu_I,2025-10-06T11:26:50.048Z,,3745,,2485,-1260
