player_nickname,player_id,session_start_at,session_end_at,buy_in,buy_out,stack,net
"うみ。",lVD5yytn3g,2025-08-11T12:36:43.500Z,,24306,21600,2482,-224
"arash!",OHWoWLqWap,2025-08-11T12:25:22.715Z,,3000,2362,3552,2914
"IAMB",gjmiQ4-uAW,2025-08-11T11:57:51.249Z,,2530,1676,1745,891
"マツケン",eYO1CvV4v9,2025-08-11T11:32:38.384Z,2025-08-11T11:38:15.720Z,2000,2010,0,10
"GIL RAIM",Oo-rx1G24B,2025-08-11T11:23:48.892Z,,6928,477,1388,-5063
"IAMB",gjmiQ4-uAW,2025-08-11T11:10:31.950Z,2025-08-11T11:55:08.637Z,2500,0,0,-2500
"Haruto",G1SKX0jk7u,2025-08-11T11:05:38.865Z,2025-08-11T12:50:08.673Z,2400,2639,0,239
"Ramune",soKGYfNQsD,2025-08-11T11:02:20.453Z,2025-08-11T11:36:28.436Z,3000,2820,0,-180
"るも",7n59-giX1P,2025-08-11T11:01:37.713Z,2025-08-11T11:36:55.352Z,3000,2191,0,-809
"とーち",OCY4-ehNwS,2025-08-11T11:01:37.715Z,2025-08-11T11:12:53.234Z,2500,2395,0,-105
"ノガード",dlzwhIfu_I,2025-08-11T11:01:37.717Z,2025-08-11T11:12:53.231Z,2500,2595,0,95
"goto-neo",DEsmp5YN9f,2025-08-11T11:01:37.726Z,,3000,2418,43,-539
"こうちゃん",4oZPV-yofs,2025-08-11T11:01:37.708Z,2025-08-11T12:46:20.268Z,5000,5788,0,788
"パンドラ",YWl-be_cZ6,2025-08-11T11:01:37.711Z,,3000,2800,5528,5328
"arash!",OHWoWLqWap,2025-08-11T11:01:37.721Z,2025-08-11T12:25:05.419Z,4670,3825,0,-845
