player_nickname,player_id,session_start_at,session_end_at,buy_in,buy_out,stack,net
"RYOTA",SrJdWlcNBY,2026-03-02T12:25:21.277Z,,2731,374,2360,3
"cymx2724",Yg9-tEe5QH,2026-03-02T12:00:18.570Z,2026-03-02T13:54:03.159Z,3994,2685,0,-1309
"すとふぁ",M4pyIQvfB9,2026-03-02T11:43:36.620Z,2026-03-02T12:18:34.519Z,2040,44,0,-1996
"takatony",j_3joKfzS9,2026-03-02T11:34:47.256Z,2026-03-02T14:01:45.327Z,3000,4885,0,1885
"piro",Bvxa5VV39S,2026-03-02T11:21:43.771Z,2026-03-02T11:59:09.567Z,3000,3292,0,292
"Rabbit900",yEOnuJcBZo,2026-03-02T11:21:43.768Z,2026-03-02T14:00:57.794Z,2500,5952,0,3452
"ワイエム",yOGROR9-hE,2026-03-02T11:16:39.093Z,2026-03-02T12:16:11.050Z,4134,2396,0,-1738
"とーち",hig4fvwo_m,2026-03-02T11:16:39.096Z,2026-03-02T13:09:55.830Z,3802,3143,0,-659
"ノガード",GgfRhPuspx,2026-03-02T11:16:39.098Z,2026-03-02T11:21:43.764Z,2500,2570,0,70
