player_nickname,player_id,session_start_at,session_end_at,buy_in,buy_out,stack,net
"teish",_VovX_t1K-,2025-05-18T13:52:56.414Z,2025-05-18T14:03:38.295Z,2000,2845,0,845
"わた",wX6LJEu-P9,2025-05-18T13:43:28.312Z,2025-05-18T13:50:53.790Z,3000,2980,0,-20
"pip.",_XGiKpJkGh,2025-05-18T12:50:34.882Z,,2000,,1422,-578
"わた",wX6LJEu-P9,2025-05-18T12:34:56.324Z,2025-05-18T13:43:07.591Z,3000,0,0,-3000
"Tmsan.",Jpm3fUR8V3,2025-05-18T12:31:18.814Z,,2200,,2263,63
"pip",RllznjQRiG,2025-05-18T12:23:56.409Z,2025-05-18T12:48:07.692Z,2000,1945,0,-55
"Agu",Figi6mUf2R,2025-05-18T12:24:41.418Z,2025-05-18T14:03:03.051Z,3000,2435,0,-565
"Agu",Figi6mUf2R,2025-05-18T12:13:18.836Z,2025-05-18T12:23:27.119Z,3000,577,0,-2423
"Hibari",WoUs1vEbz8,2025-05-18T11:42:15.675Z,2025-05-18T14:05:51.700Z,3000,11825,0,8825
"Agu",nhHXwG4l-5,2025-05-18T11:35:43.722Z,2025-05-18T12:06:54.920Z,3000,2641,0,-359
"teish",_VovX_t1K-,2025-05-18T11:31:54.507Z,2025-05-18T13:50:53.785Z,2000,0,0,-2000
"shiozuka1121",Zp6HGuC8yK,2025-05-18T11:31:05.096Z,2025-05-18T12:02:19.309Z,2000,1495,0,-505
"チェカ",3aqPmjP81p,2025-05-18T11:31:05.102Z,2025-05-18T13:11:45.308Z,3078,2162,0,-916
"Tmsan.",Jpm3fUR8V3,2025-05-18T11:31:05.100Z,2025-05-18T12:28:51.155Z,2500,0,0,-2500
"パンドラ",pL49LPNYjQ,2025-05-18T11:31:05.105Z,,2500,2231,3194,2925
"らねおか",XaClitYV1x,2025-05-18T11:31:05.094Z,,2500,,2763,263
