player_nickname,player_id,session_start_at,session_end_at,buy_in,buy_out,stack,net
"TNT",DXrWVNkdav,2026-02-23T13:03:15.269Z,,3000,,3479,479
"すとふぁ",M4pyIQvfB9,2026-02-23T12:25:00.388Z,,2500,,2356,-144
"-TOMO-",upQSzf-M-C,2026-02-23T11:07:35.369Z,2026-02-23T13:54:01.175Z,2807,3471,0,664
"それいゆ るな",s_7Utr4tDi,2026-02-23T11:05:35.106Z,2026-02-23T12:19:06.510Z,3000,4453,0,1453
"MIU",ZoJemq3YPE,2026-02-23T11:05:35.103Z,2026-02-23T12:54:22.108Z,2503,2631,0,128
"AontheRiver",3xNTeMox_o,2026-02-23T11:00:41.616Z,,4376,1040,3310,-26
"shunta",O1ujh7Dkxd,2026-02-23T11:00:41.614Z,2026-02-23T13:53:21.059Z,3194,2521,0,-673
"GIL RAIM",dPnVkST7ll,2026-02-23T11:00:41.611Z,,8328,3440,3007,-1881
