player_nickname,player_id,session_start_at,session_end_at,buy_in,buy_out,stack,net
"Doc",rNZKJiwrNl,2025-07-27T13:58:47.557Z,,2500,,2616,116
"Teto",Nk2GHhGRWB,2025-07-27T13:26:27.868Z,2025-07-27T13:50:31.796Z,2500,2414,0,-86
"RyeBarat麦",LdZ5WDRqVB,2025-07-27T13:26:01.449Z,2025-07-27T13:53:19.262Z,2525,0,0,-2525
"sigma",yHZrsG6l5j,2025-07-27T13:20:34.316Z,,2500,,2430,-70
"RyeBarat麦",LdZ5WDRqVB,2025-07-27T12:58:09.714Z,2025-07-27T13:23:32.613Z,2525,1990,0,-535
"mo'",-WgKDrZMvL,2025-07-27T11:53:10.493Z,2025-07-27T12:46:14.286Z,2500,0,0,-2500
"Doc",rNZKJiwrNl,2025-07-27T11:45:11.624Z,2025-07-27T13:56:57.848Z,2500,2685,0,185
"ねくと",ghJwIbOflM,2025-07-27T11:38:54.105Z,,3000,2055,3455,2510
"Ene",36rl3UQm9D,2025-07-27T11:29:36.763Z,2025-07-27T11:30:03.880Z,3000,3000,0,0
"とーち",OCY4-ehNwS,2025-07-27T11:29:36.760Z,2025-07-27T11:30:03.875Z,2500,2500,0,0
"hibiki_72o",xXZO2xO-Sk,2025-07-27T11:27:35.275Z,2025-07-27T11:51:57.389Z,3000,2940,0,-60
"さとうき",XvV199EQBF,2025-07-27T11:27:35.273Z,,2500,999,2315,814
"sy",43AKXLrQ21,2025-07-27T11:26:20.345Z,,2500,1105,2550,1155
"mo'",-WgKDrZMvL,2025-07-27T11:26:20.352Z,2025-07-27T11:51:57.384Z,2500,0,0,-2500
"るも",7n59-giX1P,2025-07-27T11:26:20.349Z,2025-07-27T11:33:24.910Z,2000,2050,0,50
"Hibari",gG60J3OV2j,2025-07-27T11:26:20.355Z,2025-07-27T13:36:42.084Z,5520,4153,0,-1367
"パンドラ",YWl-be_cZ6,2025-07-27T11:26:20.347Z,,5502,5785,2940,3223
"arash!",OHWoWLqWap,2025-07-27T11:26:20.354Z,,4315,3245,2660,1590
