player_nickname,player_id,session_start_at,session_end_at,buy_in,buy_out,stack,net
"Amu2nd",Noig3n81r2,2025-09-08T13:01:49.880Z,,3166,,2843,-323
"池田",9zseyWfctH,2025-09-08T12:45:09.549Z,2025-09-08T14:04:35.469Z,2500,2494,0,-6
"ねくと",ghJwIbOflM,2025-09-08T12:45:09.556Z,,3000,500,4655,2155
"hayahaya",cZlE6c84hA,2025-09-08T12:45:09.560Z,,2500,,2600,100
"Amu",xBn_Lu0wHM,2025-09-08T12:45:09.568Z,2025-09-08T13:01:49.870Z,2400,1527,0,-873
"Hibari",gG60J3OV2j,2025-09-08T12:45:09.564Z,,3568,,1918,-1650
"らねおか",XaClitYV1x,2025-09-08T12:45:09.553Z,,2500,,3097,597
