player_nickname,player_id,session_start_at,session_end_at,buy_in,buy_out,stack,net
"tanishi",K39Tra2qGg,2025-08-18T13:44:35.118Z,2025-08-18T14:00:34.768Z,2000,1225,0,-775
"Arash!",1zCpKTsHOg,2025-08-18T13:40:09.166Z,,3000,,3420,420
"ばどえあー",cAulXwsuYc,2025-08-18T12:23:28.385Z,2025-08-18T14:00:39.096Z,2519,2861,0,342
"パンドラ",pL49LPNYjQ,2025-08-18T12:04:26.661Z,,3000,,3972,972
"ひよこ",Azd0RN65Iq,2025-08-18T11:51:09.697Z,,6964,,3585,-3379
"うみ。",lVD5yytn3g,2025-08-18T11:49:01.835Z,,5000,4045,3495,2540
"Ramune",soKGYfNQsD,2025-08-18T11:42:09.179Z,2025-08-18T12:59:18.144Z,3000,2363,0,-637
"ノガード",dlzwhIfu_I,2025-08-18T11:35:46.005Z,2025-08-18T11:51:36.557Z,2500,2265,0,-235
"るも",Ncu9PASigA,2025-08-18T11:35:46.007Z,,2200,,3538,1338
"tanishi",K39Tra2qGg,2025-08-18T11:35:46.012Z,2025-08-18T12:59:57.872Z,2000,3824,0,1824
"mo'",-WgKDrZMvL,2025-08-18T11:35:46.001Z,,7160,2511,2239,-2410
