player_nickname,player_id,session_start_at,session_end_at,buy_in,buy_out,stack,net
"arash!",mr4CLM2U0S,2025-10-13T13:37:56.175Z,,3000,,2284,-716
"mo'",-WgKDrZMvL,2025-10-13T13:26:28.745Z,2025-10-13T14:02:08.012Z,2500,2466,0,-34
"わた",wX6LJEu-P9,2025-10-13T12:59:20.743Z,2025-10-13T13:36:20.659Z,5522,0,0,-5522
"Miharu",AAC7lMsXCu,2025-10-13T12:51:37.878Z,2025-10-13T14:04:28.859Z,3950,5483,0,1533
"mo'",-WgKDrZMvL,2025-10-13T12:43:21.611Z,2025-10-13T13:25:49.415Z,2500,1223,0,-1277
"arash!",1zCpKTsHOg,2025-10-13T12:18:49.229Z,2025-10-13T12:51:37.874Z,3000,0,0,-3000
"わた",wX6LJEu-P9,2025-10-13T12:11:02.115Z,2025-10-13T12:58:24.885Z,3000,0,0,-3000
"そばやき",s5Oh2PJdsS,2025-10-13T12:08:19.868Z,2025-10-13T14:03:58.101Z,3000,5268,0,2268
"わた",wX6LJEu-P9,2025-10-13T12:06:58.184Z,2025-10-13T12:07:52.318Z,3000,2956,0,-44
"ねくと",Ck64WUkvLh,2025-10-13T12:06:58.174Z,,3000,4510,2621,4131
"konasho",f_d8ebrXPg,2025-10-13T12:06:58.177Z,,2000,3200,3575,4775
"goto-neo",3uy3Mlil7r,2025-10-13T12:06:58.179Z,,2500,,3386,886
