player_nickname,player_id,session_start_at,session_end_at,buy_in,buy_out,stack,net
"なかい",y4bVPCJM4_,2026-02-02T12:06:49.224Z,,2000,,1954,-46
"ほたるいか",6weTfFBYpF,2026-02-02T11:09:17.570Z,,2380,785,2740,1145
"Yu.",1UXbmlVx8V,2026-02-02T11:09:17.567Z,2026-02-02T12:31:04.756Z,2000,2399,0,399
"ぼくだよ",7fcCbcD7lb,2026-02-02T11:09:17.572Z,,2899,,2011,-888
"なんでやねん",r1CBe6Qe79,2026-02-02T11:09:17.561Z,2026-02-02T12:31:23.362Z,2645,2080,0,-565
"arash!",l3SxQz5YLq,2026-02-02T11:09:17.575Z,2026-02-02T11:26:13.517Z,2000,2000,0,0
"宇宙１のたっちゃん",wE-EPOxf9q,2026-02-02T11:09:17.564Z,2026-02-02T11:13:32.124Z,2000,0,0,-2000
"Yu.",1UXbmlVx8V,,2026-02-02T11:08:04.427Z,2000,2000,0,0
"らねおか",l218j9GUvI,2026-02-02T11:09:17.558Z,,2235,1010,3180,1955
"ノガード",GgfRhPuspx,2026-02-02T11:09:17.579Z,2026-02-02T11:26:13.512Z,2000,2000,0,0
