player_nickname,player_id,session_start_at,session_end_at,buy_in,buy_out,stack,net
"揚げもち",3liBhfdN10,2026-02-09T13:24:21.605Z,2026-02-09T14:00:47.010Z,4177,2420,0,-1757
"ゴン02（江戸犬）",AblUkPGGlZ,2026-02-09T13:23:35.812Z,2026-02-09T14:00:50.782Z,2280,3807,0,1527
"arash!",PB93yGRdRr,2026-02-09T13:22:26.319Z,2026-02-09T14:01:22.155Z,3000,3690,0,690
"すとふぁ",M4pyIQvfB9,2026-02-09T13:21:52.230Z,2026-02-09T14:00:47.006Z,2500,3160,0,660
"engawa",cCFXQyltQ-,2026-02-09T13:21:52.226Z,2026-02-09T14:00:55.925Z,3000,2040,0,-960
"Neku",HZmCRZd6SG,2026-02-09T13:21:52.228Z,2026-02-09T14:00:59.881Z,3000,2840,0,-160
