player_nickname,player_id,session_start_at,session_end_at,buy_in,buy_out,stack,net
"Ramune",QBTw2JRIw5,2025-08-04T13:22:10.930Z,,3000,,3758,758
"Hibari",gG60J3OV2j,2025-08-04T12:21:31.271Z,,4391,,2745,-1646
"sigma",yHZrsG6l5j,2025-08-04T12:05:07.141Z,,2500,,2324,-176
"こうちゃん",4oZPV-yofs,2025-08-04T11:50:24.656Z,2025-08-04T13:22:25.518Z,3896,6040,0,2144
"GIL RAIM",Oo-rx1G24B,2025-08-04T11:39:20.802Z,,8612,5666,2785,-161
"RyeBarat麦",LdZ5WDRqVB,2025-08-04T11:41:34.689Z,2025-08-04T12:25:46.019Z,2525,5774,0,3249
"mo'",-WgKDrZMvL,2025-08-04T11:17:54.274Z,2025-08-04T12:06:23.194Z,3120,2500,0,-620
"こうちゃん",4oZPV-yofs,2025-08-04T11:18:39.002Z,2025-08-04T11:48:49.485Z,2500,1370,0,-1130
"konasho",f_d8ebrXPg,2025-08-04T11:10:22.371Z,,3115,,2827,-288
"パンドラ",YWl-be_cZ6,2025-08-04T11:05:55.736Z,,7985,3780,1950,-2255
"とーち",OCY4-ehNwS,2025-08-04T11:02:49.675Z,2025-08-04T12:09:09.219Z,4280,2460,0,-1820
"goto-neo",DEsmp5YN9f,2025-08-04T11:02:49.679Z,,3000,2314,2465,1779
"ノガード",dlzwhIfu_I,2025-08-04T11:02:49.683Z,,3765,1461,2470,166
