player_nickname,player_id,session_start_at,session_end_at,buy_in,buy_out,stack,net
"sigma",yHZrsG6l5j,2025-06-23T13:54:16.001Z,,2000,,2054,54
"摩天楼",Ar7lcNw1kY,2025-06-23T13:08:31.295Z,2025-06-23T14:04:13.545Z,2000,2078,0,78
"Tatsu",6bgsUOKu84,2025-06-23T12:56:49.825Z,,2000,,795,-1205
"hayahaya",cZlE6c84hA,2025-06-23T12:43:13.458Z,2025-06-23T13:09:00.225Z,2000,1434,0,-566
"hibiki_72o",xXZO2xO-Sk,2025-06-23T12:27:58.273Z,2025-06-23T13:21:46.768Z,3000,3315,0,315
"Hibari",WoUs1vEbz8,2025-06-23T12:20:43.142Z,2025-06-23T14:04:13.540Z,3430,5860,0,2430
"摩天楼",Ar7lcNw1kY,2025-06-23T12:18:29.297Z,2025-06-23T13:07:43.627Z,2000,0,0,-2000
"らねおか",XaClitYV1x,2025-06-23T12:18:29.299Z,,2500,,2576,76
"かりんとう",_lF2fGHNKs,2025-06-23T12:18:29.304Z,2025-06-23T13:31:39.705Z,2000,2920,0,920
"hayahaya",cZlE6c84hA,2025-06-23T12:18:29.302Z,2025-06-23T12:41:17.817Z,2000,0,0,-2000
"とーち",OCY4-ehNwS,2025-06-23T12:18:29.293Z,,2500,,3431,931
"sigma",yHZrsG6l5j,2025-06-23T12:18:29.295Z,2025-06-23T13:53:16.380Z,2357,3324,0,967
