player_nickname,player_id,session_start_at,session_end_at,buy_in,buy_out,stack,net
"teish",v-iN-1QQsm,2026-03-23T13:59:14.311Z,,2000,,2000,0
"わた",kgEmed-EEr,2026-03-23T13:19:08.170Z,,5374,1333,1895,-2146
"alfort",TkMT4agdsh,2026-03-23T13:06:46.057Z,2026-03-23T14:00:37.517Z,3297,5096,0,1799
"わた",kgEmed-EEr,2026-03-23T12:32:17.512Z,2026-03-23T13:18:23.592Z,3045,4145,0,1100
"翔斗",4_RBXVU9-k,2026-03-23T12:04:06.549Z,2026-03-23T14:00:29.466Z,3000,3715,0,715
"mo'",HvUX-t1f2L,2026-03-23T11:56:08.861Z,,2500,1011,3250,1761
"Kay",5v7PwEvIAz,2026-03-23T11:55:13.807Z,2026-03-23T12:01:52.964Z,2500,0,0,-2500
"Hinano",WeOKnoOueQ,2026-03-23T11:53:36.658Z,,5207,5563,2000,2356
"Kuni",HIjaJ0Hz7_,2026-03-23T11:52:24.294Z,2026-03-23T12:48:27.401Z,3894,0,0,-3894
"わた",kgEmed-EEr,2026-03-23T11:52:24.298Z,2026-03-23T12:27:43.033Z,3000,2017,0,-983
"するたん",vVo9VdBVBm,2026-03-23T11:52:24.301Z,2026-03-23T12:48:46.689Z,2690,4482,0,1792
"ノガード",GgfRhPuspx,,2026-03-23T11:51:52.513Z,2500,2500,0,0
