player_nickname,player_id,session_start_at,session_end_at,buy_in,buy_out,stack,net
"コロリ",n0s1KAOIRL,2026-02-23T12:57:24.820Z,2026-02-23T13:33:00.942Z,2030,2490,0,460
"コロリ",n0s1KAOIRL,2026-02-23T12:07:18.583Z,2026-02-23T12:56:15.545Z,2113,142,0,-1971
"ElNino",byYrvu0Qdy,2026-02-23T12:00:12.272Z,,5259,117,2967,-2175
"ElNino",byYrvu0Qdy,2026-02-23T11:46:52.399Z,2026-02-23T11:59:27.269Z,3000,0,0,-3000
"わた",kgEmed-EEr,2026-02-23T11:37:03.283Z,,3977,1944,2420,387
"Rabbit900",yEOnuJcBZo,2026-02-23T11:24:58.015Z,2026-02-23T14:00:21.554Z,5704,7570,0,1866
"ElNino",byYrvu0Qdy,2026-02-23T11:24:58.013Z,2026-02-23T11:46:09.623Z,2780,0,0,-2780
"shunta",O1ujh7Dkxd,2026-02-23T11:22:36.793Z,2026-02-23T13:53:11.124Z,2450,3480,0,1030
"ノガード",GgfRhPuspx,2026-02-23T11:22:36.795Z,2026-02-23T11:32:23.204Z,2195,2110,0,-85
"Hinano",WeOKnoOueQ,2026-02-23T11:22:36.789Z,,3889,7920,2237,6268
