player_nickname,player_id,session_start_at,session_end_at,buy_in,buy_out,stack,net
"arash!",mr4CLM2U0S,2025-09-15T13:27:13.273Z,,3000,,5410,2410
"わた",wX6LJEu-P9,2025-09-15T13:10:24.901Z,,5020,1345,2109,-1566
"るも",7n59-giX1P,2025-09-15T12:31:37.472Z,,3191,,2170,-1021
"池田",9zseyWfctH,2025-09-15T12:16:11.696Z,,2000,2301,2730,3031
"こうちゃん",DX56VkkWJZ,2025-09-15T11:41:53.461Z,2025-09-15T12:59:24.587Z,2500,1945,0,-555
"Hibari",W8YavHzibV,2025-09-15T11:31:37.920Z,2025-09-15T12:00:31.096Z,3000,3530,0,530
"らねおか",ggq_3VhSp0,2025-09-15T11:28:06.016Z,2025-09-15T11:41:53.458Z,2500,2605,0,105
"waho",F5iP24qWOL,2025-09-15T11:26:12.050Z,,3000,3295,3350,3645
"ノガード",dlzwhIfu_I,2025-09-15T11:20:18.650Z,,3958,,4008,50
"konasho",f_d8ebrXPg,2025-09-15T11:19:11.904Z,,2200,,2855,655
"Hibari",W8YavHzibV,2025-09-15T11:19:11.899Z,2025-09-15T11:28:48.605Z,3000,3210,0,210
"goto-neo",DEsmp5YN9f,2025-09-15T11:13:23.771Z,,3000,1910,2362,1272
"とーち",OCY4-ehNwS,2025-09-15T11:13:23.776Z,2025-09-15T14:00:18.745Z,5539,0,0,-5539
"arash!",mr4CLM2U0S,2025-09-15T11:13:23.773Z,2025-09-15T13:26:15.824Z,5667,4940,0,-727
"ノガード",dlzwhIfu_I,2025-09-15T11:13:23.767Z,2025-09-15T11:19:11.894Z,2500,0,0,-2500
