player_nickname,player_id,session_start_at,session_end_at,buy_in,buy_out,stack,net
"らねおか",XaClitYV1x,2025-09-01T12:57:46.873Z,2025-09-01T14:01:01.329Z,2500,3190,0,690
"ラプラス",JmbpFBkkjH,2025-09-01T12:50:45.363Z,2025-09-01T13:43:13.791Z,2500,2084,0,-416
"Hibari",W8YavHzibV,2025-09-01T12:50:27.263Z,2025-09-01T14:01:01.475Z,3655,5110,0,1455
"こうちゃん",GZ5hCGHCjq,2025-09-01T12:49:13.256Z,2025-09-01T14:01:54.614Z,3953,2260,0,-1693
"goto-neo",DEsmp5YN9f,2025-09-01T12:48:11.785Z,2025-09-01T14:01:21.690Z,3000,2993,0,-7
"mo'",-WgKDrZMvL,2025-09-01T12:48:11.789Z,2025-09-01T14:01:54.609Z,2500,2318,0,-182
"Ramune",QBTw2JRIw5,2025-09-01T12:48:11.791Z,2025-09-01T14:01:21.684Z,3000,5058,0,2058
"カイン",fcHKjLeyz-,2025-09-01T12:48:11.787Z,2025-09-01T14:01:21.677Z,2000,4625,0,2625
"らねおか",XaClitYV1x,2025-09-01T12:48:11.782Z,2025-09-01T12:57:30.510Z,4530,0,0,-4530
