player_nickname,player_id,session_start_at,session_end_at,buy_in,buy_out,stack,net
"take",MOu3OETQYg,2025-06-16T13:38:51.709Z,,2000,,2350,350
"やましー",jnTTcStDrh,2025-06-16T12:59:54.736Z,,2000,,2210,210
"すぱんきぃ",hOuy3mTnpb,2025-06-16T12:30:41.509Z,2025-06-16T14:07:56.675Z,3000,2560,0,-440
"Shingo",S-FU51xBnT,2025-06-16T12:18:44.690Z,2025-06-16T12:23:39.726Z,2500,2500,0,0
"ねくと",ghJwIbOflM,2025-06-16T12:00:44.796Z,,3000,3337,3345,3682
"夏狼",8psSgSmta4,2025-06-16T12:00:02.885Z,2025-06-16T14:08:11.296Z,4127,2630,0,-1497
"hibiki_72o",xXZO2xO-Sk,2025-06-16T11:56:02.197Z,2025-06-16T13:11:07.102Z,3000,3715,0,715
"MasatoM",Zvgc3jh8lw,2025-06-16T11:42:49.108Z,2025-06-16T12:11:40.553Z,3891,1730,0,-2161
"カイン",fcHKjLeyz-,2025-06-16T11:41:14.665Z,2025-06-16T14:07:56.669Z,4500,1284,0,-3216
"tsumu-po",hTak04qzcc,2025-06-16T11:30:02.706Z,2025-06-16T14:07:56.665Z,2000,2222,0,222
"うりょ",W7Cn5lVCgg,2025-06-16T11:24:15.689Z,2025-06-16T12:23:39.723Z,2200,2140,0,-60
"pip",RllznjQRiG,2025-06-16T11:23:22.310Z,2025-06-16T11:42:49.104Z,2000,2275,0,275
"Hibari",WoUs1vEbz8,2025-06-16T11:09:52.170Z,2025-06-16T11:32:01.728Z,2500,2640,0,140
"sy",43AKXLrQ21,2025-06-16T11:04:02.609Z,,2500,,1898,-602
"GIL RAIM",Oo-rx1G24B,2025-06-16T11:04:02.607Z,2025-06-16T14:08:21.574Z,2500,4258,0,1758
"Hiiro",Nb7FKJQWoe,2025-06-16T11:00:30.381Z,2025-06-16T11:26:14.719Z,2000,2614,0,614
"ノガード",dlzwhIfu_I,2025-06-16T11:00:30.377Z,2025-06-16T11:09:14.103Z,2500,1790,0,-710
"MasatoM",Zvgc3jh8lw,2025-06-16T11:00:30.379Z,2025-06-16T11:41:14.661Z,3000,0,0,-3000
"とーち",573aP-RRLR,2025-06-16T11:00:30.375Z,2025-06-16T11:04:02.604Z,2500,2490,0,-10
"arash!",OHWoWLqWap,2025-06-16T11:00:30.383Z,,2500,4310,1920,3730
