player_nickname,player_id,session_start_at,session_end_at,buy_in,buy_out,stack,net
"takatony",j_3joKfzS9,2026-03-09T13:56:22.917Z,2026-03-09T14:02:17.266Z,3000,3000,0,0
"らねおか",l218j9GUvI,2026-03-09T13:11:28.468Z,,2625,90,2562,27
"なんでやねん",r1CBe6Qe79,2026-03-09T11:06:42.355Z,,3143,145,2660,-338
"MIU",ZoJemq3YPE,2026-03-09T11:00:16.553Z,2026-03-09T13:58:01.867Z,2410,502,0,-1908
"ミナっち",MsIaNNfPb9,2026-03-09T10:59:20.557Z,2026-03-09T12:37:54.839Z,4930,2379,0,-2551
"takatony",j_3joKfzS9,2026-03-09T10:56:42.618Z,2026-03-09T13:55:03.849Z,3530,25,0,-3505
"ノガード",GgfRhPuspx,2026-03-09T10:51:17.718Z,2026-03-09T10:57:57.600Z,2500,2720,0,220
"Hinano",WeOKnoOueQ,2026-03-09T10:51:17.725Z,,3000,5501,5528,8029
"ゴン02（江戸犬）",AblUkPGGlZ,2026-03-09T10:51:17.722Z,2026-03-09T14:02:15.342Z,3843,3869,0,26
